pair_id,DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level,source_file,atc_category
DDInter1004|DDInter1018,DDInter1004,Kanamycin,DDInter1018,Lactulose,Unknown,ddinter_downloads_code_A.csv,A
DDInter1004|DDInter1244,DDInter1004,Kanamycin,DDInter1244,Morphine,Unknown,ddinter_downloads_code_A.csv,A
DDInter1004|DDInter1301,DDInter1004,Kanamycin,DDInter1301,Nitrazepam,Unknown,ddinter_downloads_code_A.csv,A
DDInter1004|DDInter1325,DDInter1004,Kanamycin,DDInter1325,Ofloxacin,Unknown,ddinter_downloads_code_A.csv,A
DDInter1004|DDInter1538,DDInter1004,Kanamycin,DDInter1538,Propofol,Unknown,ddinter_downloads_code_A.csv,A
DDInter1004|DDInter1547,DDInter1004,Kanamycin,DDInter1547,Pyrazinamide,Unknown,ddinter_downloads_code_A.csv,A
DDInter1004|DDInter1707,DDInter1004,Kanamycin,DDInter1707,Spironolactone,Unknown,ddinter_downloads_code_A.csv,A
DDInter1004|DDInter1860,DDInter1004,Kanamycin,DDInter1860,Triazolam,Unknown,ddinter_downloads_code_A.csv,A
DDInter1004|DDInter1906,DDInter1004,Kanamycin,DDInter1906,Ursodeoxycholic acid,Unknown,ddinter_downloads_code_A.csv,A
DDInter1004|DDInter30,DDInter1004,Kanamycin,DDInter30,Adefovir dipivoxil,Unknown,ddinter_downloads_code_A.csv,A
DDInter1004|DDInter393,DDInter1004,Kanamycin,DDInter393,Clarithromycin,Unknown,ddinter_downloads_code_A.csv,A
DDInter1004|DDInter722,DDInter1004,Kanamycin,DDInter722,Fentanyl,Unknown,ddinter_downloads_code_A.csv,A
DDInter1007|DDInter1066,DDInter1007,Ketamine,DDInter1066,Lidocaine,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_R.csv,D;R
DDInter1007|DDInter1340,DDInter1007,Ketamine,DDInter1340,Omeprazole,Unknown,ddinter_downloads_code_A.csv,A
DDInter1007|DDInter1342,DDInter1007,Ketamine,DDInter1342,Ondansetron,Unknown,ddinter_downloads_code_A.csv,A
DDInter1007|DDInter136,DDInter1007,Ketamine,DDInter136,Atropine,Unknown,ddinter_downloads_code_A.csv,A
DDInter1007|DDInter1497,DDInter1007,Ketamine,DDInter1497,Potassium chloride,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_B.csv,A;B
DDInter1007|DDInter1735,DDInter1007,Ketamine,DDInter1735,Tacrolimus,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_L.csv,D;L
DDInter1007|DDInter1906,DDInter1007,Ketamine,DDInter1906,Ursodeoxycholic acid,Unknown,ddinter_downloads_code_A.csv,A
DDInter1007|DDInter25,DDInter1007,Ketamine,DDInter25,Acyclovir,Unknown,ddinter_downloads_code_D.csv,D
DDInter1007|DDInter458,DDInter1007,Ketamine,DDInter458,Cyclosporine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1007|DDInter513,DDInter1007,Ketamine,DDInter513,Dexamethasone,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv;ddinter_downloads_code_H.csv;ddinter_downloads_code_R.csv,A;D;H;R
DDInter1007|DDInter702,DDInter1007,Ketamine,DDInter702,Etoposide,Unknown,ddinter_downloads_code_L.csv,L
DDInter1007|DDInter712,DDInter1007,Ketamine,DDInter712,Famotidine,Unknown,ddinter_downloads_code_A.csv,A
DDInter1007|DDInter85,DDInter1007,Ketamine,DDInter85,Amphotericin B,Unknown,ddinter_downloads_code_A.csv,A
DDInter1007|DDInter856,DDInter1007,Ketamine,DDInter856,Heparin,Unknown,ddinter_downloads_code_B.csv,B
DDInter1008|DDInter1019,DDInter1008,Ketoconazole,DDInter1019,Lamivudine,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter1028,DDInter1008,Ketoconazole,DDInter1028,Latanoprost,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter1035,DDInter1008,Ketoconazole,DDInter1035,Lenalidomide,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_L.csv,D;L
DDInter1008|DDInter1064,DDInter1008,Ketoconazole,DDInter1064,Levothyroxine,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_H.csv,D;H
DDInter1008|DDInter1079,DDInter1008,Ketoconazole,DDInter1079,Lisinopril,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter1092,DDInter1008,Ketoconazole,DDInter1092,Lorazepam,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter1143,DDInter1008,Ketoconazole,DDInter1143,Meloxicam,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter1164,DDInter1008,Ketoconazole,DDInter1164,Metformin,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv,A;D
DDInter1008|DDInter1189,DDInter1008,Ketoconazole,DDInter1189,Methylphenidate,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter1197,DDInter1008,Ketoconazole,DDInter1197,Metoclopramide,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv,A;D
DDInter1008|DDInter1200,DDInter1008,Ketoconazole,DDInter1200,Metoprolol,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter1209,DDInter1008,Ketoconazole,DDInter1209,Miconazole,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv,A;D
DDInter1008|DDInter1242,DDInter1008,Ketoconazole,DDInter1242,Montelukast,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_R.csv,D;R
DDInter1008|DDInter1244,DDInter1008,Ketoconazole,DDInter1244,Morphine,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv,A;D
DDInter1008|DDInter1266,DDInter1008,Ketoconazole,DDInter1266,Naproxen,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter1269,DDInter1008,Ketoconazole,DDInter1269,Nateglinide,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv,A;D
DDInter1008|DDInter1286,DDInter1008,Ketoconazole,DDInter1286,Niacin,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter130,DDInter1008,Ketoconazole,DDInter130,Atenolol,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter1304,DDInter1008,Ketoconazole,DDInter1304,Nitroglycerin,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter1318,DDInter1008,Ketoconazole,DDInter1318,Nystatin,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv,A;D
DDInter1008|DDInter1383,DDInter1008,Ketoconazole,DDInter1383,Pamidronic acid,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter1397,DDInter1008,Ketoconazole,DDInter1397,Paroxetine,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter14,DDInter1008,Ketoconazole,DDInter14,Acetaminophen,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter1497,DDInter1008,Ketoconazole,DDInter1497,Potassium chloride,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_B.csv;ddinter_downloads_code_D.csv,A;B;D
DDInter1008|DDInter1505,DDInter1008,Ketoconazole,DDInter1505,Pramipexole,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter1509,DDInter1008,Ketoconazole,DDInter1509,Pravastatin,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter1516,DDInter1008,Ketoconazole,DDInter1516,Pregabalin,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter1539,DDInter1008,Ketoconazole,DDInter1539,Propranolol,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter1565,DDInter1008,Ketoconazole,DDInter1565,Ramipril,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter1587,DDInter1008,Ketoconazole,DDInter1587,Ribavirin,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter1604,DDInter1008,Ketoconazole,DDInter1604,Risedronic acid,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter1613,DDInter1008,Ketoconazole,DDInter1613,Rofecoxib,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter1622,DDInter1008,Ketoconazole,DDInter1622,Rosuvastatin,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv,A;D
DDInter1008|DDInter1707,DDInter1008,Ketoconazole,DDInter1707,Spironolactone,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter1710,DDInter1008,Ketoconazole,DDInter1710,Stavudine,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter1759,DDInter1008,Ketoconazole,DDInter1759,Telmisartan,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter1761,DDInter1008,Ketoconazole,DDInter1761,Temazepam,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter1767,DDInter1008,Ketoconazole,DDInter1767,Terazosin,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter1775,DDInter1008,Ketoconazole,DDInter1775,Testosterone,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter1815,DDInter1008,Ketoconazole,DDInter1815,Tiotropium,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_R.csv,D;R
DDInter1008|DDInter1908,DDInter1008,Ketoconazole,DDInter1908,Valaciclovir,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter1913,DDInter1008,Ketoconazole,DDInter1913,Valproic acid,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter1915,DDInter1008,Ketoconazole,DDInter1915,Valsartan,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter1968,DDInter1008,Ketoconazole,DDInter1968,Zoledronic acid,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter20,DDInter1008,Ketoconazole,DDInter20,Acetylsalicylic acid,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_B.csv;ddinter_downloads_code_D.csv,A;B;D
DDInter1008|DDInter248,DDInter1008,Ketoconazole,DDInter248,Bumetanide,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter25,DDInter1008,Ketoconazole,DDInter25,Acyclovir,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter252,DDInter1008,Ketoconazole,DDInter252,Bupropion,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv,A;D
DDInter1008|DDInter268,DDInter1008,Ketoconazole,DDInter268,Calcitriol,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv,A;D
DDInter1008|DDInter292,DDInter1008,Ketoconazole,DDInter292,Captopril,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter301,DDInter1008,Ketoconazole,DDInter301,Carisoprodol,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter305,DDInter1008,Ketoconazole,DDInter305,Carvedilol,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter314,DDInter1008,Ketoconazole,DDInter314,Cefazolin,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter330,DDInter1008,Ketoconazole,DDInter330,Ceftazidime,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter336,DDInter1008,Ketoconazole,DDInter336,Celecoxib,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_L.csv,D;L
DDInter1008|DDInter339,DDInter1008,Ketoconazole,DDInter339,Cephalexin,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter343,DDInter1008,Ketoconazole,DDInter343,Cetirizine,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_R.csv,D;R
DDInter1008|DDInter402,DDInter1008,Ketoconazole,DDInter402,Clobetasol,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter411,DDInter1008,Ketoconazole,DDInter411,Clonazepam,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter416,DDInter1008,Ketoconazole,DDInter416,Clotrimazole,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv,A;D
DDInter1008|DDInter42,DDInter1008,Ketoconazole,DDInter42,Alendronic acid,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter454,DDInter1008,Ketoconazole,DDInter454,Cyclobenzaprine,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter456,DDInter1008,Ketoconazole,DDInter456,Cyclophosphamide,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_L.csv,D;L
DDInter1008|DDInter460,DDInter1008,Ketoconazole,DDInter460,Cytarabine,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_L.csv,D;L
DDInter1008|DDInter475,DDInter1008,Ketoconazole,DDInter475,Dapsone,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter48,DDInter1008,Ketoconazole,DDInter48,Allopurinol,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter537,DDInter1008,Ketoconazole,DDInter537,Diclofenac,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter598,DDInter1008,Ketoconazole,DDInter598,Doxycycline,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv,A;D
DDInter1008|DDInter608,DDInter1008,Ketoconazole,DDInter608,Duloxetine,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter616,DDInter1008,Ketoconazole,DDInter616,Econazole,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter638,DDInter1008,Ketoconazole,DDInter638,Enalapril,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter699,DDInter1008,Ketoconazole,DDInter699,Etodolac,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter707,DDInter1008,Ketoconazole,DDInter707,Ezetimibe,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter718,DDInter1008,Ketoconazole,DDInter718,Fenofibrate,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter736,DDInter1008,Ketoconazole,DDInter736,Finasteride,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter790,DDInter1008,Ketoconazole,DDInter790,Furosemide,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter791,DDInter1008,Ketoconazole,DDInter791,Gabapentin,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter856,DDInter1008,Ketoconazole,DDInter856,Heparin,Unknown,ddinter_downloads_code_B.csv;ddinter_downloads_code_D.csv,B;D
DDInter1008|DDInter883,DDInter1008,Ketoconazole,DDInter883,Hydrochlorothiazide,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter900,DDInter1008,Ketoconazole,DDInter900,Ibuprofen,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_R.csv,D;R
DDInter1008|DDInter972,DDInter1008,Ketoconazole,DDInter972,Irbesartan,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter989,DDInter1008,Ketoconazole,DDInter989,Isosorbide dinitrate,Unknown,ddinter_downloads_code_D.csv,D
DDInter1008|DDInter995,DDInter1008,Ketoconazole,DDInter995,Itraconazole,Unknown,ddinter_downloads_code_D.csv,D
DDInter1009|DDInter1018,DDInter1009,Ketoprofen,DDInter1018,Lactulose,Unknown,ddinter_downloads_code_A.csv,A
DDInter1009|DDInter1022,DDInter1009,Ketoprofen,DDInter1022,Lansoprazole,Unknown,ddinter_downloads_code_A.csv,A
DDInter1009|DDInter1041,DDInter1009,Ketoprofen,DDInter1041,Leucovorin,Unknown,ddinter_downloads_code_V.csv,V
DDInter1009|DDInter1064,DDInter1009,Ketoprofen,DDInter1064,Levothyroxine,Unknown,ddinter_downloads_code_H.csv,H
DDInter1009|DDInter1066,DDInter1009,Ketoprofen,DDInter1066,Lidocaine,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_R.csv,D;R
DDInter1009|DDInter1088,DDInter1009,Ketoprofen,DDInter1088,Loperamide,Unknown,ddinter_downloads_code_A.csv,A
DDInter1009|DDInter1091,DDInter1009,Ketoprofen,DDInter1091,Loratadine,Unknown,ddinter_downloads_code_R.csv,R
DDInter1009|DDInter1197,DDInter1009,Ketoprofen,DDInter1197,Metoclopramide,Unknown,ddinter_downloads_code_A.csv,A
DDInter1009|DDInter1202,DDInter1009,Ketoprofen,DDInter1202,Metronidazole,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv;ddinter_downloads_code_P.csv,A;D;P
DDInter1009|DDInter1224,DDInter1009,Ketoprofen,DDInter1224,Minocycline,Unknown,ddinter_downloads_code_A.csv,A
DDInter1009|DDInter1231,DDInter1009,Ketoprofen,DDInter1231,Misoprostol,Unknown,ddinter_downloads_code_A.csv,A
DDInter1009|DDInter1242,DDInter1009,Ketoprofen,DDInter1242,Montelukast,Unknown,ddinter_downloads_code_R.csv,R
DDInter1009|DDInter1244,DDInter1009,Ketoprofen,DDInter1244,Morphine,Unknown,ddinter_downloads_code_A.csv,A
DDInter1009|DDInter1318,DDInter1009,Ketoprofen,DDInter1318,Nystatin,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv,A;D
DDInter1009|DDInter1332,DDInter1009,Ketoprofen,DDInter1332,Olopatadine,Unknown,ddinter_downloads_code_R.csv,R
DDInter1009|DDInter1340,DDInter1009,Ketoprofen,DDInter1340,Omeprazole,Unknown,ddinter_downloads_code_A.csv,A
DDInter1009|DDInter1342,DDInter1009,Ketoprofen,DDInter1342,Ondansetron,Unknown,ddinter_downloads_code_A.csv,A
DDInter1009|DDInter136,DDInter1009,Ketoprofen,DDInter136,Atropine,Unknown,ddinter_downloads_code_A.csv,A
DDInter1009|DDInter1377,DDInter1009,Ketoprofen,DDInter1377,Paclitaxel,Unknown,ddinter_downloads_code_L.csv,L
DDInter1009|DDInter1388,DDInter1009,Ketoprofen,DDInter1388,Pantoprazole,Unknown,ddinter_downloads_code_A.csv,A
DDInter1009|DDInter1472,DDInter1009,Ketoprofen,DDInter1472,Pioglitazone,Unknown,ddinter_downloads_code_A.csv,A
DDInter1009|DDInter1533,DDInter1009,Ketoprofen,DDInter1533,Promethazine,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_R.csv;ddinter_downloads_code_V.csv,D;R;V
DDInter1009|DDInter1559,DDInter1009,Ketoprofen,DDInter1559,Rabeprazole,Unknown,ddinter_downloads_code_A.csv,A
DDInter1009|DDInter1621,DDInter1009,Ketoprofen,DDInter1621,Rosiglitazone,Unknown,ddinter_downloads_code_A.csv,A
DDInter1009|DDInter1622,DDInter1009,Ketoprofen,DDInter1622,Rosuvastatin,Unknown,ddinter_downloads_code_A.csv,A
DDInter1009|DDInter1632,DDInter1009,Ketoprofen,DDInter1632,Salbutamol,Unknown,ddinter_downloads_code_R.csv,R
DDInter1009|DDInter1635,DDInter1009,Ketoprofen,DDInter1635,Salmeterol,Unknown,ddinter_downloads_code_R.csv,R
DDInter1009|DDInter1647,DDInter1009,Ketoprofen,DDInter1647,Scopolamine,Unknown,ddinter_downloads_code_A.csv,A
DDInter1009|DDInter1663,DDInter1009,Ketoprofen,DDInter1663,Sevelamer,Unknown,ddinter_downloads_code_V.csv,V
DDInter1009|DDInter1675,DDInter1009,Ketoprofen,DDInter1675,Simvastatin,Unknown,ddinter_downloads_code_A.csv,A
DDInter1009|DDInter1702,DDInter1009,Ketoprofen,DDInter1702,Sorafenib,Unknown,ddinter_downloads_code_L.csv,L
DDInter1009|DDInter1744,DDInter1009,Ketoprofen,DDInter1744,Tamoxifen,Unknown,ddinter_downloads_code_L.csv,L
DDInter1009|DDInter19,DDInter1009,Ketoprofen,DDInter19,Acetylcysteine,Unknown,ddinter_downloads_code_R.csv;ddinter_downloads_code_V.csv,R;V
DDInter1009|DDInter1906,DDInter1009,Ketoprofen,DDInter1906,Ursodeoxycholic acid,Unknown,ddinter_downloads_code_A.csv,A
DDInter1009|DDInter1939,DDInter1009,Ketoprofen,DDInter1939,Vinorelbine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1009|DDInter222,DDInter1009,Ketoprofen,DDInter222,Bortezomib,Unknown,ddinter_downloads_code_L.csv,L
DDInter1009|DDInter25,DDInter1009,Ketoprofen,DDInter25,Acyclovir,Unknown,ddinter_downloads_code_D.csv,D
DDInter1009|DDInter252,DDInter1009,Ketoprofen,DDInter252,Bupropion,Unknown,ddinter_downloads_code_A.csv,A
DDInter1009|DDInter268,DDInter1009,Ketoprofen,DDInter268,Calcitriol,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv,A;D
DDInter1009|DDInter298,DDInter1009,Ketoprofen,DDInter298,Carboplatin,Unknown,ddinter_downloads_code_L.csv,L
DDInter1009|DDInter343,DDInter1009,Ketoprofen,DDInter343,Cetirizine,Unknown,ddinter_downloads_code_R.csv,R
DDInter1009|DDInter387,DDInter1009,Ketoprofen,DDInter387,Cisplatin,Unknown,ddinter_downloads_code_L.csv,L
DDInter1009|DDInter393,DDInter1009,Ketoprofen,DDInter393,Clarithromycin,Unknown,ddinter_downloads_code_A.csv,A
DDInter1009|DDInter398,DDInter1009,Ketoprofen,DDInter398,Clindamycin,Unknown,ddinter_downloads_code_D.csv,D
DDInter1009|DDInter449,DDInter1009,Ketoprofen,DDInter449,Cromoglicic acid,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv;ddinter_downloads_code_R.csv,A;D;R
DDInter1009|DDInter451,DDInter1009,Ketoprofen,DDInter451,Cyanocobalamin,Unknown,ddinter_downloads_code_B.csv,B
DDInter1009|DDInter456,DDInter1009,Ketoprofen,DDInter456,Cyclophosphamide,Unknown,ddinter_downloads_code_L.csv,L
DDInter1009|DDInter578,DDInter1009,Ketoprofen,DDInter578,Docetaxel,Unknown,ddinter_downloads_code_L.csv,L
DDInter1009|DDInter596,DDInter1009,Ketoprofen,DDInter596,Doxorubicin,Unknown,ddinter_downloads_code_L.csv,L
DDInter1009|DDInter702,DDInter1009,Ketoprofen,DDInter702,Etoposide,Unknown,ddinter_downloads_code_L.csv,L
DDInter1009|DDInter705,DDInter1009,Ketoprofen,DDInter705,Exemestane,Unknown,ddinter_downloads_code_L.csv,L
DDInter1009|DDInter732,DDInter1009,Ketoprofen,DDInter732,Fexofenadine,Unknown,ddinter_downloads_code_R.csv,R
DDInter1009|DDInter736,DDInter1009,Ketoprofen,DDInter736,Finasteride,Unknown,ddinter_downloads_code_D.csv,D
DDInter1009|DDInter74,DDInter1009,Ketoprofen,DDInter74,Aminophylline,Unknown,ddinter_downloads_code_R.csv,R
DDInter1009|DDInter743,DDInter1009,Ketoprofen,DDInter743,Fluconazole,Unknown,ddinter_downloads_code_D.csv,D
DDInter1009|DDInter745,DDInter1009,Ketoprofen,DDInter745,Fludarabine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1009|DDInter757,DDInter1009,Ketoprofen,DDInter757,Fluorouracil,Unknown,ddinter_downloads_code_L.csv,L
DDInter1009|DDInter766,DDInter1009,Ketoprofen,DDInter766,Fluticasone,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_R.csv,D;R
DDInter1009|DDInter771,DDInter1009,Ketoprofen,DDInter771,Folic acid,Unknown,ddinter_downloads_code_B.csv;ddinter_downloads_code_V.csv,B;V
DDInter1009|DDInter810,DDInter1009,Ketoprofen,DDInter810,Gefitinib,Unknown,ddinter_downloads_code_L.csv,L
DDInter1009|DDInter83,DDInter1009,Ketoprofen,DDInter83,Amoxicillin,Unknown,ddinter_downloads_code_A.csv,A
DDInter1009|DDInter893,DDInter1009,Ketoprofen,DDInter893,Hydroxychloroquine,Unknown,ddinter_downloads_code_P.csv,P
DDInter1010|DDInter1018,DDInter1010,Ketorolac,DDInter1018,Lactulose,Unknown,ddinter_downloads_code_A.csv,A
DDInter1010|DDInter1022,DDInter1010,Ketorolac,DDInter1022,Lansoprazole,Unknown,ddinter_downloads_code_A.csv,A
DDInter1010|DDInter1064,DDInter1010,Ketorolac,DDInter1064,Levothyroxine,Unknown,ddinter_downloads_code_H.csv,H
DDInter1010|DDInter1066,DDInter1010,Ketorolac,DDInter1066,Lidocaine,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_R.csv,D;R
DDInter1010|DDInter1088,DDInter1010,Ketorolac,DDInter1088,Loperamide,Unknown,ddinter_downloads_code_A.csv,A
DDInter1010|DDInter1091,DDInter1010,Ketorolac,DDInter1091,Loratadine,Unknown,ddinter_downloads_code_R.csv,R
DDInter1010|DDInter1123,DDInter1010,Ketorolac,DDInter1123,Mannitol,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_B.csv;ddinter_downloads_code_R.csv;ddinter_downloads_code_V.csv,A;B;R;V
DDInter1010|DDInter1197,DDInter1010,Ketorolac,DDInter1197,Metoclopramide,Unknown,ddinter_downloads_code_A.csv,A
DDInter1010|DDInter1202,DDInter1010,Ketorolac,DDInter1202,Metronidazole,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv;ddinter_downloads_code_P.csv,A;D;P
DDInter1010|DDInter1231,DDInter1010,Ketorolac,DDInter1231,Misoprostol,Unknown,ddinter_downloads_code_A.csv,A
DDInter1010|DDInter1242,DDInter1010,Ketorolac,DDInter1242,Montelukast,Unknown,ddinter_downloads_code_R.csv,R
DDInter1010|DDInter1244,DDInter1010,Ketorolac,DDInter1244,Morphine,Unknown,ddinter_downloads_code_A.csv,A
DDInter1010|DDInter1262,DDInter1010,Ketorolac,DDInter1262,Naloxone,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_V.csv,A;V
DDInter1010|DDInter1318,DDInter1010,Ketorolac,DDInter1318,Nystatin,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv,A;D
DDInter1010|DDInter1340,DDInter1010,Ketorolac,DDInter1340,Omeprazole,Unknown,ddinter_downloads_code_A.csv,A
DDInter1010|DDInter1342,DDInter1010,Ketorolac,DDInter1342,Ondansetron,Unknown,ddinter_downloads_code_A.csv,A
DDInter1010|DDInter1348,DDInter1010,Ketorolac,DDInter1348,Orlistat,Unknown,ddinter_downloads_code_A.csv,A
DDInter1010|DDInter136,DDInter1010,Ketorolac,DDInter136,Atropine,Unknown,ddinter_downloads_code_A.csv,A
DDInter1010|DDInter1377,DDInter1010,Ketorolac,DDInter1377,Paclitaxel,Unknown,ddinter_downloads_code_L.csv,L
DDInter1010|DDInter1388,DDInter1010,Ketorolac,DDInter1388,Pantoprazole,Unknown,ddinter_downloads_code_A.csv,A
DDInter1010|DDInter1461,DDInter1010,Ketorolac,DDInter1461,Phylloquinone,Unknown,ddinter_downloads_code_B.csv,B
DDInter1010|DDInter1472,DDInter1010,Ketorolac,DDInter1472,Pioglitazone,Unknown,ddinter_downloads_code_A.csv,A
DDInter1010|DDInter1533,DDInter1010,Ketorolac,DDInter1533,Promethazine,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_R.csv;ddinter_downloads_code_V.csv,D;R;V
DDInter1010|DDInter1559,DDInter1010,Ketorolac,DDInter1559,Rabeprazole,Unknown,ddinter_downloads_code_A.csv,A
DDInter1010|DDInter1621,DDInter1010,Ketorolac,DDInter1621,Rosiglitazone,Unknown,ddinter_downloads_code_A.csv,A
DDInter1010|DDInter1622,DDInter1010,Ketorolac,DDInter1622,Rosuvastatin,Unknown,ddinter_downloads_code_A.csv,A
DDInter1010|DDInter1632,DDInter1010,Ketorolac,DDInter1632,Salbutamol,Unknown,ddinter_downloads_code_R.csv,R
DDInter1010|DDInter1675,DDInter1010,Ketorolac,DDInter1675,Simvastatin,Unknown,ddinter_downloads_code_A.csv,A
