pair_id,DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level,source_file,atc_category
DDInter1919|DDInter732,DDInter1919,Varenicline,DDInter732,Fexofenadine,Unknown,ddinter_downloads_code_R.csv,R
DDInter1919|DDInter736,DDInter1919,Varenicline,DDInter736,Finasteride,Unknown,ddinter_downloads_code_D.csv,D
DDInter1919|DDInter743,DDInter1919,Varenicline,DDInter743,Fluconazole,Unknown,ddinter_downloads_code_D.csv,D
DDInter1919|DDInter766,DDInter1919,Varenicline,DDInter766,Fluticasone,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_R.csv,D;R
DDInter1919|DDInter771,DDInter1919,Varenicline,DDInter771,Folic acid,Unknown,ddinter_downloads_code_B.csv;ddinter_downloads_code_V.csv,B;V
DDInter1919|DDInter776,DDInter1919,Varenicline,DDInter776,Formoterol,Unknown,ddinter_downloads_code_R.csv,R
DDInter1919|DDInter825,DDInter1919,Varenicline,DDInter825,Glimepiride,Unknown,ddinter_downloads_code_A.csv,A
DDInter1919|DDInter826,DDInter1919,Varenicline,DDInter826,Glipizide,Unknown,ddinter_downloads_code_A.csv,A
DDInter1919|DDInter83,DDInter1919,Varenicline,DDInter83,Amoxicillin,Unknown,ddinter_downloads_code_A.csv,A
DDInter1919|DDInter831,DDInter1919,Varenicline,DDInter831,Glyburide,Unknown,ddinter_downloads_code_A.csv,A
DDInter1919|DDInter856,DDInter1919,Varenicline,DDInter856,Heparin,Unknown,ddinter_downloads_code_B.csv,B
DDInter1919|DDInter885,DDInter1919,Varenicline,DDInter885,Hydrocortisone,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv;ddinter_downloads_code_H.csv;ddinter_downloads_code_R.csv,A;D;H;R
DDInter1919|DDInter893,DDInter1919,Varenicline,DDInter893,Hydroxychloroquine,Unknown,ddinter_downloads_code_P.csv,P
DDInter1919|DDInter900,DDInter1919,Varenicline,DDInter900,Ibuprofen,Unknown,ddinter_downloads_code_R.csv,R
DDInter1922|DDInter1951,DDInter1922,Vecuronium,DDInter1951,Warfarin,Unknown,ddinter_downloads_code_B.csv,B
DDInter1922|DDInter20,DDInter1922,Vecuronium,DDInter20,Acetylsalicylic acid,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_B.csv,A;B
DDInter1922|DDInter25,DDInter1922,Vecuronium,DDInter25,Acyclovir,Unknown,ddinter_downloads_code_D.csv,D
DDInter1922|DDInter272,DDInter1922,Vecuronium,DDInter272,Calcium chloride,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_B.csv,A;B
DDInter1922|DDInter393,DDInter1922,Vecuronium,DDInter393,Clarithromycin,Unknown,ddinter_downloads_code_A.csv,A
DDInter1922|DDInter413,DDInter1922,Vecuronium,DDInter413,Clopidogrel,Unknown,ddinter_downloads_code_B.csv,B
DDInter1922|DDInter537,DDInter1922,Vecuronium,DDInter537,Diclofenac,Unknown,ddinter_downloads_code_D.csv,D
DDInter1922|DDInter652,DDInter1922,Vecuronium,DDInter652,Epinephrine,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_B.csv;ddinter_downloads_code_R.csv,A;B;R
DDInter1922|DDInter670,DDInter1922,Vecuronium,DDInter670,Erythromycin,Unknown,ddinter_downloads_code_D.csv,D
DDInter1922|DDInter712,DDInter1922,Vecuronium,DDInter712,Famotidine,Unknown,ddinter_downloads_code_A.csv,A
DDInter1922|DDInter743,DDInter1922,Vecuronium,DDInter743,Fluconazole,Unknown,ddinter_downloads_code_D.csv,D
DDInter1922|DDInter766,DDInter1922,Vecuronium,DDInter766,Fluticasone,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_R.csv,D;R
DDInter1922|DDInter856,DDInter1922,Vecuronium,DDInter856,Heparin,Unknown,ddinter_downloads_code_B.csv,B
DDInter1922|DDInter900,DDInter1922,Vecuronium,DDInter900,Ibuprofen,Unknown,ddinter_downloads_code_R.csv,R
DDInter1927|DDInter1937,DDInter1927,Venlafaxine,DDInter1937,Vincristine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1927|DDInter1939,DDInter1927,Venlafaxine,DDInter1939,Vinorelbine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1927|DDInter1955,DDInter1927,Venlafaxine,DDInter1955,Zafirlukast,Unknown,ddinter_downloads_code_R.csv,R
DDInter1927|DDInter21,DDInter1927,Venlafaxine,DDInter21,Acitretin,Unknown,ddinter_downloads_code_D.csv,D
DDInter1927|DDInter219,DDInter1927,Venlafaxine,DDInter219,Bleomycin,Unknown,ddinter_downloads_code_L.csv,L
DDInter1927|DDInter222,DDInter1927,Venlafaxine,DDInter222,Bortezomib,Unknown,ddinter_downloads_code_L.csv,L
DDInter1927|DDInter234,DDInter1927,Venlafaxine,DDInter234,Brimonidine,Unknown,ddinter_downloads_code_D.csv,D
DDInter1927|DDInter246,DDInter1927,Venlafaxine,DDInter246,Budesonide,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv;ddinter_downloads_code_R.csv,A;D;R
DDInter1927|DDInter25,DDInter1927,Venlafaxine,DDInter25,Acyclovir,Unknown,ddinter_downloads_code_D.csv,D
DDInter1927|DDInter268,DDInter1927,Venlafaxine,DDInter268,Calcitriol,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv,A;D
DDInter1927|DDInter272,DDInter1927,Venlafaxine,DDInter272,Calcium chloride,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_B.csv,A;B
DDInter1927|DDInter28,DDInter1927,Venlafaxine,DDInter28,Adapalene,Unknown,ddinter_downloads_code_D.csv,D
DDInter1927|DDInter285,DDInter1927,Venlafaxine,DDInter285,Capecitabine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1927|DDInter298,DDInter1927,Venlafaxine,DDInter298,Carboplatin,Unknown,ddinter_downloads_code_L.csv,L
DDInter1927|DDInter302,DDInter1927,Venlafaxine,DDInter302,Carmustine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1927|DDInter377,DDInter1927,Venlafaxine,DDInter377,Ciclopirox,Unknown,ddinter_downloads_code_D.csv,D
DDInter1927|DDInter387,DDInter1927,Venlafaxine,DDInter387,Cisplatin,Unknown,ddinter_downloads_code_L.csv,L
DDInter1927|DDInter398,DDInter1927,Venlafaxine,DDInter398,Clindamycin,Unknown,ddinter_downloads_code_D.csv,D
DDInter1927|DDInter402,DDInter1927,Venlafaxine,DDInter402,Clobetasol,Unknown,ddinter_downloads_code_D.csv,D
DDInter1927|DDInter451,DDInter1927,Venlafaxine,DDInter451,Cyanocobalamin,Unknown,ddinter_downloads_code_B.csv,B
DDInter1927|DDInter456,DDInter1927,Venlafaxine,DDInter456,Cyclophosphamide,Unknown,ddinter_downloads_code_L.csv,L
DDInter1927|DDInter460,DDInter1927,Venlafaxine,DDInter460,Cytarabine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1927|DDInter475,DDInter1927,Venlafaxine,DDInter475,Dapsone,Unknown,ddinter_downloads_code_D.csv,D
DDInter1927|DDInter490,DDInter1927,Venlafaxine,DDInter490,Deferoxamine,Unknown,ddinter_downloads_code_V.csv,V
DDInter1927|DDInter506,DDInter1927,Venlafaxine,DDInter506,Desloratadine,Unknown,ddinter_downloads_code_R.csv,R
DDInter1927|DDInter513,DDInter1927,Venlafaxine,DDInter513,Dexamethasone,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv;ddinter_downloads_code_H.csv;ddinter_downloads_code_R.csv,A;D;H;R
DDInter1927|DDInter52,DDInter1927,Venlafaxine,DDInter52,Alosetron,Unknown,ddinter_downloads_code_A.csv,A
DDInter1927|DDInter543,DDInter1927,Venlafaxine,DDInter543,Dicyclomine,Unknown,ddinter_downloads_code_A.csv,A
DDInter1927|DDInter578,DDInter1927,Venlafaxine,DDInter578,Docetaxel,Unknown,ddinter_downloads_code_L.csv,L
DDInter1927|DDInter598,DDInter1927,Venlafaxine,DDInter598,Doxycycline,Unknown,ddinter_downloads_code_A.csv,A
DDInter1927|DDInter667,DDInter1927,Venlafaxine,DDInter667,Erlotinib,Unknown,ddinter_downloads_code_L.csv,L
DDInter1927|DDInter702,DDInter1927,Venlafaxine,DDInter702,Etoposide,Unknown,ddinter_downloads_code_L.csv,L
DDInter1927|DDInter705,DDInter1927,Venlafaxine,DDInter705,Exemestane,Unknown,ddinter_downloads_code_L.csv,L
DDInter1927|DDInter732,DDInter1927,Venlafaxine,DDInter732,Fexofenadine,Unknown,ddinter_downloads_code_R.csv,R
DDInter1927|DDInter736,DDInter1927,Venlafaxine,DDInter736,Finasteride,Unknown,ddinter_downloads_code_D.csv,D
DDInter1927|DDInter745,DDInter1927,Venlafaxine,DDInter745,Fludarabine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1927|DDInter757,DDInter1927,Venlafaxine,DDInter757,Fluorouracil,Unknown,ddinter_downloads_code_L.csv,L
DDInter1927|DDInter766,DDInter1927,Venlafaxine,DDInter766,Fluticasone,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_R.csv,D;R
DDInter1927|DDInter771,DDInter1927,Venlafaxine,DDInter771,Folic acid,Unknown,ddinter_downloads_code_B.csv;ddinter_downloads_code_V.csv,B;V
DDInter1927|DDInter789,DDInter1927,Venlafaxine,DDInter789,Fulvestrant,Unknown,ddinter_downloads_code_L.csv,L
DDInter1927|DDInter794,DDInter1927,Venlafaxine,DDInter794,Gadodiamide,Unknown,ddinter_downloads_code_V.csv,V
DDInter1927|DDInter811,DDInter1927,Venlafaxine,DDInter811,Gemcitabine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1927|DDInter825,DDInter1927,Venlafaxine,DDInter825,Glimepiride,Unknown,ddinter_downloads_code_A.csv,A
DDInter1927|DDInter826,DDInter1927,Venlafaxine,DDInter826,Glipizide,Unknown,ddinter_downloads_code_A.csv,A
DDInter1927|DDInter83,DDInter1927,Venlafaxine,DDInter83,Amoxicillin,Unknown,ddinter_downloads_code_A.csv,A
DDInter1927|DDInter831,DDInter1927,Venlafaxine,DDInter831,Glyburide,Unknown,ddinter_downloads_code_A.csv,A
DDInter1927|DDInter885,DDInter1927,Venlafaxine,DDInter885,Hydrocortisone,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv;ddinter_downloads_code_H.csv;ddinter_downloads_code_R.csv,A;D;H;R
DDInter1927|DDInter894,DDInter1927,Venlafaxine,DDInter894,Hydroxyurea,Unknown,ddinter_downloads_code_L.csv,L
DDInter1927|DDInter913,DDInter1927,Venlafaxine,DDInter913,Imiquimod,Unknown,ddinter_downloads_code_D.csv,D
DDInter1927|DDInter95,DDInter1927,Venlafaxine,DDInter95,Anastrozole,Unknown,ddinter_downloads_code_L.csv,L
DDInter1927|DDInter964,DDInter1927,Venlafaxine,DDInter964,Iopromide,Unknown,ddinter_downloads_code_V.csv,V
DDInter1927|DDInter973,DDInter1927,Venlafaxine,DDInter973,Irinotecan,Unknown,ddinter_downloads_code_L.csv,L
DDInter1928|DDInter1941,DDInter1928,Verapamil,DDInter1941,Vitamin A,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv;ddinter_downloads_code_R.csv;ddinter_downloads_code_V.csv,A;D;R;V
DDInter1928|DDInter1951,DDInter1928,Verapamil,DDInter1951,Warfarin,Unknown,ddinter_downloads_code_B.csv,B
DDInter1928|DDInter1955,DDInter1928,Verapamil,DDInter1955,Zafirlukast,Unknown,ddinter_downloads_code_R.csv,R
DDInter1928|DDInter222,DDInter1928,Verapamil,DDInter222,Bortezomib,Unknown,ddinter_downloads_code_L.csv,L
DDInter1928|DDInter25,DDInter1928,Verapamil,DDInter25,Acyclovir,Unknown,ddinter_downloads_code_D.csv,D
DDInter1928|DDInter268,DDInter1928,Verapamil,DDInter268,Calcitriol,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv,A;D
DDInter1928|DDInter28,DDInter1928,Verapamil,DDInter28,Adapalene,Unknown,ddinter_downloads_code_D.csv,D
DDInter1928|DDInter285,DDInter1928,Verapamil,DDInter285,Capecitabine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1928|DDInter298,DDInter1928,Verapamil,DDInter298,Carboplatin,Unknown,ddinter_downloads_code_L.csv,L
DDInter1928|DDInter336,DDInter1928,Verapamil,DDInter336,Celecoxib,Unknown,ddinter_downloads_code_L.csv,L
DDInter1928|DDInter343,DDInter1928,Verapamil,DDInter343,Cetirizine,Unknown,ddinter_downloads_code_R.csv,R
DDInter1928|DDInter381,DDInter1928,Verapamil,DDInter381,Cinacalcet,Unknown,ddinter_downloads_code_H.csv,H
DDInter1928|DDInter387,DDInter1928,Verapamil,DDInter387,Cisplatin,Unknown,ddinter_downloads_code_L.csv,L
DDInter1928|DDInter413,DDInter1928,Verapamil,DDInter413,Clopidogrel,Unknown,ddinter_downloads_code_B.csv,B
DDInter1928|DDInter449,DDInter1928,Verapamil,DDInter449,Cromoglicic acid,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv;ddinter_downloads_code_R.csv,A;D;R
DDInter1928|DDInter451,DDInter1928,Verapamil,DDInter451,Cyanocobalamin,Unknown,ddinter_downloads_code_B.csv,B
DDInter1928|DDInter456,DDInter1928,Verapamil,DDInter456,Cyclophosphamide,Unknown,ddinter_downloads_code_L.csv,L
DDInter1928|DDInter506,DDInter1928,Verapamil,DDInter506,Desloratadine,Unknown,ddinter_downloads_code_R.csv,R
DDInter1928|DDInter52,DDInter1928,Verapamil,DDInter52,Alosetron,Unknown,ddinter_downloads_code_A.csv,A
DDInter1928|DDInter527,DDInter1928,Verapamil,DDInter527,Dextromethorphan,Unknown,ddinter_downloads_code_R.csv,R
DDInter1928|DDInter543,DDInter1928,Verapamil,DDInter543,Dicyclomine,Unknown,ddinter_downloads_code_A.csv,A
DDInter1928|DDInter573,DDInter1928,Verapamil,DDInter573,Dipyridamole,Unknown,ddinter_downloads_code_B.csv,B
DDInter1928|DDInter598,DDInter1928,Verapamil,DDInter598,Doxycycline,Unknown,ddinter_downloads_code_A.csv,A
DDInter1928|DDInter652,DDInter1928,Verapamil,DDInter652,Epinephrine,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_B.csv;ddinter_downloads_code_R.csv,A;B;R
DDInter1928|DDInter659,DDInter1928,Verapamil,DDInter659,Eptifibatide,Unknown,ddinter_downloads_code_B.csv,B
DDInter1928|DDInter702,DDInter1928,Verapamil,DDInter702,Etoposide,Unknown,ddinter_downloads_code_L.csv,L
DDInter1928|DDInter705,DDInter1928,Verapamil,DDInter705,Exemestane,Unknown,ddinter_downloads_code_L.csv,L
DDInter1928|DDInter712,DDInter1928,Verapamil,DDInter712,Famotidine,Unknown,ddinter_downloads_code_A.csv,A
DDInter1928|DDInter732,DDInter1928,Verapamil,DDInter732,Fexofenadine,Unknown,ddinter_downloads_code_R.csv,R
DDInter1928|DDInter736,DDInter1928,Verapamil,DDInter736,Finasteride,Unknown,ddinter_downloads_code_D.csv,D
DDInter1928|DDInter745,DDInter1928,Verapamil,DDInter745,Fludarabine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1928|DDInter749,DDInter1928,Verapamil,DDInter749,Flunisolide,Unknown,ddinter_downloads_code_R.csv,R
DDInter1928|DDInter757,DDInter1928,Verapamil,DDInter757,Fluorouracil,Unknown,ddinter_downloads_code_L.csv,L
DDInter1928|DDInter765,DDInter1928,Verapamil,DDInter765,Flutamide,Unknown,ddinter_downloads_code_L.csv,L
DDInter1928|DDInter771,DDInter1928,Verapamil,DDInter771,Folic acid,Unknown,ddinter_downloads_code_B.csv;ddinter_downloads_code_V.csv,B;V
DDInter1928|DDInter776,DDInter1928,Verapamil,DDInter776,Formoterol,Unknown,ddinter_downloads_code_R.csv,R
DDInter1928|DDInter789,DDInter1928,Verapamil,DDInter789,Fulvestrant,Unknown,ddinter_downloads_code_L.csv,L
DDInter1928|DDInter801,DDInter1928,Verapamil,DDInter801,Galactose,Unknown,ddinter_downloads_code_V.csv,V
DDInter1928|DDInter811,DDInter1928,Verapamil,DDInter811,Gemcitabine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1928|DDInter815,DDInter1928,Verapamil,DDInter815,Gentamicin,Unknown,ddinter_downloads_code_D.csv,D
DDInter1928|DDInter825,DDInter1928,Verapamil,DDInter825,Glimepiride,Unknown,ddinter_downloads_code_A.csv,A
DDInter1928|DDInter826,DDInter1928,Verapamil,DDInter826,Glipizide,Unknown,ddinter_downloads_code_A.csv,A
DDInter1928|DDInter83,DDInter1928,Verapamil,DDInter83,Amoxicillin,Unknown,ddinter_downloads_code_A.csv,A
DDInter1928|DDInter839,DDInter1928,Verapamil,DDInter839,Goserelin,Unknown,ddinter_downloads_code_L.csv,L
DDInter1928|DDInter85,DDInter1928,Verapamil,DDInter85,Amphotericin B,Unknown,ddinter_downloads_code_A.csv,A
DDInter1928|DDInter856,DDInter1928,Verapamil,DDInter856,Heparin,Unknown,ddinter_downloads_code_B.csv,B
DDInter1928|DDInter894,DDInter1928,Verapamil,DDInter894,Hydroxyurea,Unknown,ddinter_downloads_code_L.csv,L
DDInter1928|DDInter95,DDInter1928,Verapamil,DDInter95,Anastrozole,Unknown,ddinter_downloads_code_L.csv,L
DDInter1928|DDInter964,DDInter1928,Verapamil,DDInter964,Iopromide,Unknown,ddinter_downloads_code_V.csv,V
DDInter1929|DDInter732,DDInter1929,Verteporfin,DDInter732,Fexofenadine,Unknown,ddinter_downloads_code_R.csv,R
DDInter1929|DDInter736,DDInter1929,Verteporfin,DDInter736,Finasteride,Unknown,ddinter_downloads_code_D.csv,D
DDInter1929|DDInter766,DDInter1929,Verteporfin,DDInter766,Fluticasone,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_R.csv,D;R
DDInter1936|DDInter1951,DDInter1936,Vinblastine,DDInter1951,Warfarin,Unknown,ddinter_downloads_code_B.csv;ddinter_downloads_code_L.csv,B;L
DDInter1936|DDInter1968,DDInter1936,Vinblastine,DDInter1968,Zoledronic acid,Unknown,ddinter_downloads_code_L.csv,L
DDInter1936|DDInter336,DDInter1936,Vinblastine,DDInter336,Celecoxib,Unknown,ddinter_downloads_code_L.csv,L
DDInter1936|DDInter48,DDInter1936,Vinblastine,DDInter48,Allopurinol,Unknown,ddinter_downloads_code_L.csv,L
DDInter1936|DDInter712,DDInter1936,Vinblastine,DDInter712,Famotidine,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_L.csv,A;L
DDInter1936|DDInter722,DDInter1936,Vinblastine,DDInter722,Fentanyl,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter1968,DDInter1937,Vincristine,DDInter1968,Zoledronic acid,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter1970,DDInter1937,Vincristine,DDInter1970,Zolpidem,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter20,DDInter1937,Vincristine,DDInter20,Acetylsalicylic acid,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_B.csv;ddinter_downloads_code_L.csv,A;B;L
DDInter1937|DDInter219,DDInter1937,Vincristine,DDInter219,Bleomycin,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter248,DDInter1937,Vincristine,DDInter248,Bumetanide,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter25,DDInter1937,Vincristine,DDInter25,Acyclovir,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_L.csv,D;L
DDInter1937|DDInter254,DDInter1937,Vincristine,DDInter254,Buspirone,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter255,DDInter1937,Vincristine,DDInter255,Busulfan,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter268,DDInter1937,Vincristine,DDInter268,Calcitriol,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv;ddinter_downloads_code_L.csv,A;D;L
DDInter1937|DDInter272,DDInter1937,Vincristine,DDInter272,Calcium chloride,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_B.csv;ddinter_downloads_code_L.csv,A;B;L
DDInter1937|DDInter292,DDInter1937,Vincristine,DDInter292,Captopril,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter302,DDInter1937,Vincristine,DDInter302,Carmustine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter305,DDInter1937,Vincristine,DDInter305,Carvedilol,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter306,DDInter1937,Vincristine,DDInter306,Caspofungin,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter314,DDInter1937,Vincristine,DDInter314,Cefazolin,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter317,DDInter1937,Vincristine,DDInter317,Cefepime,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter323,DDInter1937,Vincristine,DDInter323,Cefotaxime,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter330,DDInter1937,Vincristine,DDInter330,Ceftazidime,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter334,DDInter1937,Vincristine,DDInter334,Ceftriaxone,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter335,DDInter1937,Vincristine,DDInter335,Cefuroxime,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter336,DDInter1937,Vincristine,DDInter336,Celecoxib,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter339,DDInter1937,Vincristine,DDInter339,Cephalexin,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter343,DDInter1937,Vincristine,DDInter343,Cetirizine,Unknown,ddinter_downloads_code_L.csv;ddinter_downloads_code_R.csv,L;R
DDInter1937|DDInter350,DDInter1937,Vincristine,DDInter350,Chlorambucil,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter362,DDInter1937,Vincristine,DDInter362,Chlorpheniramine,Unknown,ddinter_downloads_code_L.csv;ddinter_downloads_code_R.csv,L;R
DDInter1937|DDInter388,DDInter1937,Vincristine,DDInter388,Citalopram,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter398,DDInter1937,Vincristine,DDInter398,Clindamycin,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_L.csv,D;L
DDInter1937|DDInter410,DDInter1937,Vincristine,DDInter410,Clomipramine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter411,DDInter1937,Vincristine,DDInter411,Clonazepam,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter412,DDInter1937,Vincristine,DDInter412,Clonidine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter413,DDInter1937,Vincristine,DDInter413,Clopidogrel,Unknown,ddinter_downloads_code_B.csv;ddinter_downloads_code_L.csv,B;L
DDInter1937|DDInter416,DDInter1937,Vincristine,DDInter416,Clotrimazole,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_D.csv;ddinter_downloads_code_L.csv,A;D;L
DDInter1937|DDInter42,DDInter1937,Vincristine,DDInter42,Alendronic acid,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter451,DDInter1937,Vincristine,DDInter451,Cyanocobalamin,Unknown,ddinter_downloads_code_B.csv;ddinter_downloads_code_L.csv,B;L
DDInter1937|DDInter456,DDInter1937,Vincristine,DDInter456,Cyclophosphamide,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter460,DDInter1937,Vincristine,DDInter460,Cytarabine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter463,DDInter1937,Vincristine,DDInter463,Dacarbazine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter466,DDInter1937,Vincristine,DDInter466,Dactinomycin,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter472,DDInter1937,Vincristine,DDInter472,Danazol,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter48,DDInter1937,Vincristine,DDInter48,Allopurinol,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter534,DDInter1937,Vincristine,DDInter534,Diazepam,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter537,DDInter1937,Vincristine,DDInter537,Diclofenac,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_L.csv,D;L
DDInter1937|DDInter54,DDInter1937,Vincristine,DDInter54,Alprazolam,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter573,DDInter1937,Vincristine,DDInter573,Dipyridamole,Unknown,ddinter_downloads_code_B.csv;ddinter_downloads_code_L.csv,B;L
DDInter1937|DDInter581,DDInter1937,Vincristine,DDInter581,Dolasetron,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_L.csv,A;L
DDInter1937|DDInter592,DDInter1937,Vincristine,DDInter592,Doxazosin,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter611,DDInter1937,Vincristine,DDInter611,Dutasteride,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter638,DDInter1937,Vincristine,DDInter638,Enalapril,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter66,DDInter1937,Vincristine,DDInter66,Amikacin,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_L.csv,D;L
DDInter1937|DDInter707,DDInter1937,Vincristine,DDInter707,Ezetimibe,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter711,DDInter1937,Vincristine,DDInter711,Famciclovir,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter712,DDInter1937,Vincristine,DDInter712,Famotidine,Unknown,ddinter_downloads_code_A.csv;ddinter_downloads_code_L.csv,A;L
DDInter1937|DDInter718,DDInter1937,Vincristine,DDInter718,Fenofibrate,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter722,DDInter1937,Vincristine,DDInter722,Fentanyl,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter732,DDInter1937,Vincristine,DDInter732,Fexofenadine,Unknown,ddinter_downloads_code_L.csv;ddinter_downloads_code_R.csv,L;R
DDInter1937|DDInter766,DDInter1937,Vincristine,DDInter766,Fluticasone,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_L.csv;ddinter_downloads_code_R.csv,D;L;R
DDInter1937|DDInter771,DDInter1937,Vincristine,DDInter771,Folic acid,Unknown,ddinter_downloads_code_B.csv;ddinter_downloads_code_L.csv;ddinter_downloads_code_V.csv,B;L;V
DDInter1937|DDInter79,DDInter1937,Vincristine,DDInter79,Amlodipine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter790,DDInter1937,Vincristine,DDInter790,Furosemide,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter791,DDInter1937,Vincristine,DDInter791,Gabapentin,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter794,DDInter1937,Vincristine,DDInter794,Gadodiamide,Unknown,ddinter_downloads_code_L.csv;ddinter_downloads_code_V.csv,L;V
DDInter1937|DDInter799,DDInter1937,Vincristine,DDInter799,Gadoversetamide,Unknown,ddinter_downloads_code_L.csv;ddinter_downloads_code_V.csv,L;V
DDInter1937|DDInter810,DDInter1937,Vincristine,DDInter810,Gefitinib,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter811,DDInter1937,Vincristine,DDInter811,Gemcitabine,Unknown,ddinter_downloads_code_L.csv,L
DDInter1937|DDInter815,DDInter1937,Vincristine,DDInter815,Gentamicin,Unknown,ddinter_downloads_code_D.csv;ddinter_downloads_code_L.csv,D;L
