ddinter_id,ddinter_name,hetionet_compound_id,hetionet_name,mapping_method,mapping_status
DDInter820,Ginseng,,,none,unmapped
DDInter821,Givosiran,,,none,unmapped
DDInter822,Glasdegib,,,none,unmapped
DDInter823,Glatiramer,,,none,unmapped
DDInter824,Glecaprevir,,,none,unmapped
DDInter825,Glimepiride,Compound::DB00222,Glimepiride,normalized case-insensitive exact generic name,exact_name
DDInter826,Glipizide,Compound::DB01067,Glipizide,normalized case-insensitive exact generic name,exact_name
DDInter827,Glucagon,,,none,unmapped
DDInter828,Glucarpidase,,,none,unmapped
DDInter829,Glucosamine,,,none,unmapped
DDInter83,Amoxicillin,,,none,unmapped
DDInter830,Glutamic acid,,,none,unmapped
DDInter831,Glyburide,Compound::DB01016,Glyburide,normalized case-insensitive exact generic name,exact_name
DDInter832,Glycerin,,,none,unmapped
DDInter833,Glycerol phenylbutyrate,,,none,unmapped
DDInter834,Glycopyrronium,,,none,unmapped
DDInter835,Glycopyrronium (topical),,,none,unmapped
DDInter836,Goldenseal,,,none,unmapped
DDInter837,Golimumab,,,none,unmapped
DDInter838,Gonadorelin,,,none,unmapped
DDInter839,Goserelin,,,none,unmapped
DDInter84,Amphetamine,Compound::DB00182,Amphetamine,normalized case-insensitive exact generic name,exact_name
DDInter840,Granisetron,,,none,unmapped
DDInter841,Grazoprevir,,,none,unmapped
DDInter842,Grepafloxacin,,,none,unmapped
DDInter843,Griseofulvin,,,none,unmapped
DDInter844,Guanabenz,Compound::DB00629,Guanabenz,normalized case-insensitive exact generic name,exact_name
DDInter845,Guanadrel,Compound::DB00226,Guanadrel,normalized case-insensitive exact generic name,exact_name
DDInter846,Guanethidine,Compound::DB01170,Guanethidine,normalized case-insensitive exact generic name,exact_name
DDInter847,Guanfacine,Compound::DB01018,Guanfacine,normalized case-insensitive exact generic name,exact_name
DDInter848,Guanidine,,,none,unmapped
DDInter849,Guselkumab,,,none,unmapped
DDInter85,Amphotericin B,,,none,unmapped
DDInter850,Halazepam,,,none,unmapped
DDInter851,Halcinonide (topical),,,none,unmapped
DDInter852,Halofantrine,,,none,unmapped
DDInter853,Haloperidol,,,none,unmapped
DDInter854,Halothane,,,none,unmapped
DDInter855,Hemin,,,none,unmapped
DDInter856,Heparin,,,none,unmapped
DDInter857,Heparin (flush),,,none,unmapped
DDInter858,Hepatitis A Vaccine,,,none,unmapped
DDInter86,Amphotericin B (cholesteryl sulfate),,,none,unmapped
DDInter860,Hepatitis B Vaccine (Recombinant),,,none,unmapped
DDInter861,Hexachlorophene (topical),,,none,unmapped
DDInter862,Hexaminolevulinate,,,none,unmapped
DDInter863,Histamine,,,none,unmapped
DDInter864,Histrelin,,,none,unmapped
DDInter865,Homatropine,,,none,unmapped
DDInter866,Homatropine (ophthalmic),,,none,unmapped
DDInter867,Human adenovirus e serotype 4 strain cl-68578 antigen,,,none,unmapped
DDInter868,Human botulinum neurotoxin A/B immune globulin,,,none,unmapped
DDInter869,Human C1-esterase inhibitor,,,none,unmapped
DDInter87,Amphotericin B (lipid complex),,,none,unmapped
DDInter870,Human cytomegalovirus immune globulin,,,none,unmapped
DDInter871,Human immunoglobulin G (intramuscular),,,none,unmapped
DDInter872,Human immunoglobulin G (intravenous and subcutaneous),,,none,unmapped
DDInter873,Human immunoglobulin G (intravenous),,,none,unmapped
DDInter874,Human immunoglobulin G (subcutaneous),,,none,unmapped
DDInter875,Human papillomavirus type 11 L1 capsid protein antigen,,,none,unmapped
DDInter877,Human Rho(D) immune globulin,,,none,unmapped
DDInter88,Amphotericin B (liposomal),,,none,unmapped
DDInter880,Hyaluronic acid,,,none,unmapped
DDInter881,Hyaluronidase,,,none,unmapped
DDInter882,Hydralazine,Compound::DB01275,Hydralazine,normalized case-insensitive exact generic name,exact_name
DDInter883,Hydrochlorothiazide,Compound::DB00999,Hydrochlorothiazide,normalized case-insensitive exact generic name,exact_name
DDInter884,Hydrocodone,,,none,unmapped
DDInter885,Hydrocortisone,Compound::DB00741,Hydrocortisone,normalized case-insensitive exact generic name,exact_name
DDInter886,Hydrocortisone (ophthalmic),,,none,unmapped
DDInter887,Hydrocortisone (topical),,,none,unmapped
DDInter888,Hydrocortisone butyrate,,,none,unmapped
DDInter889,Hydroflumethiazide,Compound::DB00774,Hydroflumethiazide,normalized case-insensitive exact generic name,exact_name
DDInter89,Ampicillin,,,none,unmapped
DDInter890,Hydromorphone,,,none,unmapped
DDInter891,Hydroxocobalamin,,,none,unmapped
DDInter892,Hydroxyamphetamine (ophthalmic),,,none,unmapped
DDInter893,Hydroxychloroquine,,,none,unmapped
DDInter894,Hydroxyurea,,,none,unmapped
DDInter895,Hydroxyzine,,,none,unmapped
DDInter896,Hyoscyamine,,,none,unmapped
DDInter897,Ibandronate,,,none,unmapped
DDInter898,Ibritumomab tiuxetan,,,none,unmapped
DDInter899,Ibrutinib,,,none,unmapped
DDInter9,Acalabrutinib,,,none,unmapped
DDInter90,Amprenavir,,,none,unmapped
DDInter900,Ibuprofen,Compound::DB01050,Ibuprofen,normalized case-insensitive exact generic name,exact_name
DDInter901,Ibutilide,,,none,unmapped
DDInter902,Icatibant,,,none,unmapped
DDInter903,Icosapent,,,none,unmapped
DDInter904,Idarubicin,,,none,unmapped
DDInter905,Idelalisib,,,none,unmapped
DDInter906,Ifosfamide,,,none,unmapped
DDInter907,Iloperidone,,,none,unmapped
DDInter908,Iloprost,,,none,unmapped
DDInter909,Imatinib,,,none,unmapped
DDInter91,Amrinone,,,none,unmapped
DDInter910,Imiglucerase,,,none,unmapped
DDInter911,Imipenem,,,none,unmapped
DDInter912,Imipramine,Compound::DB00458,Imipramine,normalized case-insensitive exact generic name,exact_name
DDInter913,Imiquimod,,,none,unmapped
DDInter914,Imiquimod (topical),,,none,unmapped
DDInter915,Indacaterol,,,none,unmapped
DDInter916,Indapamide,Compound::DB00808,Indapamide,normalized case-insensitive exact generic name,exact_name
DDInter917,Indinavir,,,none,unmapped
DDInter918,Indium In-111 oxyquinoline,,,none,unmapped
DDInter919,Indium In-111 pentetate,,,none,unmapped
DDInter92,Amyl Nitrite,,,none,unmapped
DDInter920,Indium In-111 pentetreotide,,,none,unmapped
DDInter921,Indomethacin,Compound::DB00328,Indomethacin,normalized case-insensitive exact generic name,exact_name
DDInter922,Inebilizumab,,,none,unmapped
DDInter923,Infliximab,,,none,unmapped
DDInter924,Influenza A virus A/California/7/2009 (H1N1)-like antigen (propiolactone inactivated),,,none,unmapped
DDInter925,Influenza A virus A/Vietnam/1194/2004 (H5N1) antigen (formaldehyde inactivated),,,none,unmapped
DDInter926,Inotersen,,,none,unmapped
DDInter927,Inotuzumab ozogamicin,,,none,unmapped
DDInter928,Insulin aspart (aspart protamine),,,none,unmapped
DDInter929,Insulin aspart (aspart),,,none,unmapped
DDInter93,Anagrelide,,,none,unmapped
DDInter930,Insulin degludec,,,none,unmapped
DDInter931,Insulin detemir,,,none,unmapped
DDInter932,Insulin glargine,,,none,unmapped
DDInter933,Insulin glulisine,,,none,unmapped
DDInter934,Insulin human,,,none,unmapped
DDInter935,"Insulin human (inhalation, rapid acting)",,,none,unmapped
DDInter936,Insulin human (isophane),,,none,unmapped
DDInter937,Insulin human (regular),,,none,unmapped
DDInter938,Insulin human (zinc extended),,,none,unmapped
DDInter939,Insulin human (zinc),,,none,unmapped
DDInter94,Anakinra,,,none,unmapped
DDInter940,Insulin lispro,,,none,unmapped
DDInter941,Insulin lispro (protamine),,,none,unmapped
DDInter942,"Interferon alfa-2a, Recombinant",,,none,unmapped
DDInter943,Interferon alfa-2b,,,none,unmapped
DDInter944,Interferon alfa-n1,,,none,unmapped
DDInter945,Interferon alfa-n3,,,none,unmapped
DDInter946,Interferon alfacon-1,,,none,unmapped
DDInter947,Interferon beta-1a,,,none,unmapped
DDInter948,Interferon beta-1b,,,none,unmapped
DDInter949,Interferon gamma-1b,,,none,unmapped
DDInter95,Anastrozole,,,none,unmapped
DDInter950,Inulin,,,none,unmapped
DDInter951,Iobenguane (I-123),,,none,unmapped
DDInter952,Iobenguane (I-131),,,none,unmapped
DDInter953,Iodide I-123,,,none,unmapped
DDInter954,Iodide I-131,,,none,unmapped
DDInter955,Iodine,,,none,unmapped
DDInter956,Iodine (topical),,,none,unmapped
DDInter957,Iodipamide,,,none,unmapped
DDInter958,Iodixanol,,,none,unmapped
DDInter959,Ioflupane I-123,,,none,unmapped
DDInter960,Iohexol,,,none,unmapped
DDInter961,Iopamidol,,,none,unmapped
DDInter962,Iopanoic acid,,,none,unmapped
DDInter963,Iopodic acid,,,none,unmapped
DDInter964,Iopromide,,,none,unmapped
DDInter965,Iothalamic acid,,,none,unmapped
DDInter966,Ioversol,,,none,unmapped
DDInter967,Ioxilan,,,none,unmapped
DDInter968,Ipecac,,,none,unmapped
DDInter969,Ipilimumab,,,none,unmapped
DDInter97,Anidulafungin,,,none,unmapped
DDInter970,Ipratropium,,,none,unmapped
DDInter971,Ipratropium (nasal),,,none,unmapped
DDInter972,Irbesartan,Compound::DB01029,Irbesartan,normalized case-insensitive exact generic name,exact_name
DDInter973,Irinotecan,,,none,unmapped
DDInter974,Irinotecan (liposomal),,,none,unmapped
DDInter975,Iron,,,none,unmapped
DDInter976,Iron Dextran,,,none,unmapped
DDInter977,Iron protein succinylate,,,none,unmapped
DDInter978,Iron sucrose,,,none,unmapped
DDInter979,Isatuximab,,,none,unmapped
DDInter98,Anisindione,Compound::DB01125,Anisindione,normalized case-insensitive exact generic name,exact_name
DDInter980,Isavuconazonium,,,none,unmapped
DDInter981,Isocarboxazid,,,none,unmapped
DDInter982,Isoetharine,,,none,unmapped
DDInter983,Isoflurane,,,none,unmapped
DDInter984,Isoflurophate (ophthalmic),,,none,unmapped
DDInter985,Isometheptene,,,none,unmapped
DDInter986,Isoniazid,,,none,unmapped
DDInter987,Isoprenaline,Compound::DB01064,Isoprenaline,normalized case-insensitive exact generic name,exact_name
DDInter988,Isosorbide,,,none,unmapped
DDInter989,Isosorbide dinitrate,,,none,unmapped
DDInter99,Anistreplase,,,none,unmapped
DDInter990,Isosorbide mononitrate,,,none,unmapped
DDInter991,Isotretinoin,,,none,unmapped
DDInter992,Isoxsuprine,Compound::DB08941,Isoxsuprine,normalized case-insensitive exact generic name,exact_name
DDInter993,Isradipine,Compound::DB00270,Isradipine,normalized case-insensitive exact generic name,exact_name
DDInter994,Istradefylline,,,none,unmapped
DDInter995,Itraconazole,,,none,unmapped
DDInter996,Ivabradine,,,none,unmapped
DDInter997,Ivacaftor,,,none,unmapped
DDInter998,Ivermectin,,,none,unmapped
DDInter999,Ivermectin (topical),,,none,unmapped
