ddinter_id,ddinter_name,hetionet_compound_id,hetionet_name,mapping_method,mapping_status
DDInter1,Abacavir,,,none,unmapped
DDInter10,Acamprosate,,,none,unmapped
DDInter100,Anthrax vaccine,,,none,unmapped
DDInter1000,Ivosidenib,,,none,unmapped
DDInter1001,Ixabepilone,,,none,unmapped
DDInter1002,Ixazomib,,,none,unmapped
DDInter1003,Ixekizumab,,,none,unmapped
DDInter1004,Kanamycin,Compound::DB01172,Kanamycin,normalized case-insensitive exact generic name,exact_name
DDInter1005,Kaolin,,,none,unmapped
DDInter1006,Kava,,,none,unmapped
DDInter1007,Ketamine,,,none,unmapped
DDInter1008,Ketoconazole,,,none,unmapped
DDInter1009,Ketoprofen,Compound::DB01009,Ketoprofen,normalized case-insensitive exact generic name,exact_name
DDInter101,Anti-inhibitor coagulant complex,,,none,unmapped
DDInter1010,Ketorolac,,,none,unmapped
DDInter1011,Ketorolac (ophthalmic),,,none,unmapped
DDInter1012,Ketotifen,,,none,unmapped
DDInter1013,Labetalol,Compound::DB00598,Labetalol,normalized case-insensitive exact generic name,exact_name
DDInter1014,Lacosamide,Compound::DB06218,Lacosamide,normalized case-insensitive exact generic name,exact_name
DDInter1015,Lactic acid,,,none,unmapped
DDInter1016,Lactitol,,,none,unmapped
DDInter1017,Lactobacillus acidophilus,,,none,unmapped
DDInter1018,Lactulose,Compound::DB00581,Lactulose,normalized case-insensitive exact generic name,exact_name
DDInter1019,Lamivudine,,,none,unmapped
DDInter102,"Antihemophilic factor, human recombinant",,,none,unmapped
DDInter1020,Lamotrigine,Compound::DB00555,Lamotrigine,normalized case-insensitive exact generic name,exact_name
DDInter1021,Lanreotide,,,none,unmapped
DDInter1022,Lansoprazole,,,none,unmapped
DDInter1023,Lanthanum carbonate,,,none,unmapped
DDInter1024,Lapatinib,,,none,unmapped
DDInter1025,Laronidase,,,none,unmapped
DDInter1026,Larotrectinib,,,none,unmapped
DDInter1027,Lasmiditan,,,none,unmapped
DDInter1028,Latanoprost,,,none,unmapped
DDInter103,Antilymphocyte immunoglobulin (horse),,,none,unmapped
DDInter1031,Ledipasvir,,,none,unmapped
DDInter1032,Lefamulin,,,none,unmapped
DDInter1033,Leflunomide,,,none,unmapped
DDInter1034,Lemborexant,,,none,unmapped
DDInter1035,Lenalidomide,,,none,unmapped
DDInter1036,Lenvatinib,,,none,unmapped
DDInter1037,Lepirudin,,,none,unmapped
DDInter1038,Lesinurad,,,none,unmapped
DDInter1039,Letermovir,,,none,unmapped
DDInter104,Antithrombin Alfa,,,none,unmapped
DDInter1040,Letrozole,,,none,unmapped
DDInter1041,Leucovorin,,,none,unmapped
DDInter1042,Leuprolide,,,none,unmapped
DDInter1043,Levacetylmethadol,,,none,unmapped
DDInter1044,Levamisole,,,none,unmapped
DDInter1045,Levamlodipine,,,none,unmapped
DDInter1046,Levetiracetam,,,none,unmapped
DDInter1047,Levmetamfetamine (nasal),,,none,unmapped
DDInter1048,Levobetaxolol (ophthalmic),,,none,unmapped
DDInter1049,Levobunolol,Compound::DB01210,Levobunolol,normalized case-insensitive exact generic name,exact_name
DDInter105,Antithrombin III human,,,none,unmapped
DDInter1050,Levobunolol (ophthalmic),,,none,unmapped
DDInter1051,Levobupivacaine,,,none,unmapped
DDInter1052,Levocarnitine,,,none,unmapped
DDInter1053,Levocetirizine,,,none,unmapped
DDInter1054,Levodopa,,,none,unmapped
DDInter1055,Levofloxacin,,,none,unmapped
DDInter1056,Levoleucovorin,,,none,unmapped
DDInter1057,Levomefolic acid,,,none,unmapped
DDInter1058,Levomefolic acid (calcium),,,none,unmapped
DDInter1059,Levomilnacipran,,,none,unmapped
DDInter106,Antithymocyte immunoglobulin (rabbit),,,none,unmapped
DDInter1060,Levonordefrin,Compound::DB06707,Levonordefrin,normalized case-insensitive exact generic name,exact_name
DDInter1061,Levonorgestrel,,,none,unmapped
DDInter1062,Levorphanol,,,none,unmapped
DDInter1063,Levosalbutamol,,,none,unmapped
DDInter1064,Levothyroxine,,,none,unmapped
DDInter1065,Licorice,,,none,unmapped
DDInter1066,Lidocaine,,,none,unmapped
DDInter1067,Lidocaine (ophthalmic),,,none,unmapped
DDInter1068,Lidocaine (topical),,,none,unmapped
DDInter1069,Linaclotide,,,none,unmapped
DDInter107,Apalutamide,,,none,unmapped
DDInter1070,Linagliptin,Compound::DB08882,Linagliptin,normalized case-insensitive exact generic name,exact_name
DDInter1071,Lincomycin,,,none,unmapped
DDInter1072,Lindane,,,none,unmapped
DDInter1073,Linezolid,,,none,unmapped
DDInter1074,Liothyronine,,,none,unmapped
DDInter1075,Liotrix,,,none,unmapped
DDInter1076,Lipoic acid,,,none,unmapped
DDInter1077,Liraglutide,,,none,unmapped
DDInter1078,Lisdexamfetamine,Compound::DB01255,Lisdexamfetamine,normalized case-insensitive exact generic name,exact_name
DDInter1079,Lisinopril,Compound::DB00722,Lisinopril,normalized case-insensitive exact generic name,exact_name
DDInter108,Apixaban,,,none,unmapped
DDInter1080,Lisocabtagene maraleucel,,,none,unmapped
DDInter1081,Lithium carbonate,,,none,unmapped
DDInter1082,Lixisenatide,,,none,unmapped
DDInter1083,Lofexidine,Compound::DB04948,Lofexidine,normalized case-insensitive exact generic name,exact_name
DDInter1084,Lomefloxacin,,,none,unmapped
DDInter1085,Lomitapide,,,none,unmapped
DDInter1086,Lomustine,,,none,unmapped
DDInter1087,Lonafarnib,,,none,unmapped
DDInter1088,Loperamide,,,none,unmapped
DDInter1089,Lopinavir,,,none,unmapped
DDInter109,Apomorphine,,,none,unmapped
DDInter1090,Loracarbef,,,none,unmapped
DDInter1091,Loratadine,,,none,unmapped
DDInter1092,Lorazepam,Compound::DB00186,Lorazepam,normalized case-insensitive exact generic name,exact_name
DDInter1093,Lorcaserin,,,none,unmapped
DDInter1094,Lorlatinib,,,none,unmapped
DDInter1095,Losartan,Compound::DB00678,Losartan,normalized case-insensitive exact generic name,exact_name
DDInter1096,Loteprednol (ophthalmic),,,none,unmapped
DDInter1097,Loteprednol etabonate,,,none,unmapped
DDInter1098,Lovastatin,Compound::DB00227,Lovastatin,normalized case-insensitive exact generic name,exact_name
DDInter1099,Loxapine,,,none,unmapped
DDInter11,Acarbose,Compound::DB00284,Acarbose,normalized case-insensitive exact generic name,exact_name
DDInter110,Apraclonidine,Compound::DB00964,Apraclonidine,normalized case-insensitive exact generic name,exact_name
DDInter1100,Lubiprostone,,,none,unmapped
DDInter1101,Lumacaftor,,,none,unmapped
DDInter1102,Lumateperone,,,none,unmapped
DDInter1103,Lumefantrine,,,none,unmapped
DDInter1104,Lurasidone,,,none,unmapped
DDInter1105,Lurbinectedin,,,none,unmapped
DDInter1106,Lusutrombopag,,,none,unmapped
DDInter1107,Lutein,,,none,unmapped
DDInter1108,Lutetium Lu 177 dotatate,,,none,unmapped
DDInter1109,Lyme disease vaccine (recombinant OspA),,,none,unmapped
DDInter111,Apremilast,,,none,unmapped
DDInter1110,Macimorelin,,,none,unmapped
DDInter1111,Macitentan,,,none,unmapped
DDInter1112,Magaldrate,,,none,unmapped
DDInter1113,Magnesium carbonate,,,none,unmapped
DDInter1114,Magnesium chloride,,,none,unmapped
DDInter1115,Magnesium citrate,,,none,unmapped
DDInter1116,Magnesium gluconate,,,none,unmapped
DDInter1117,Magnesium glycinate,,,none,unmapped
DDInter1118,Magnesium hydroxide,,,none,unmapped
DDInter1119,Magnesium oxide,,,none,unmapped
DDInter112,Aprepitant,,,none,unmapped
DDInter1120,Magnesium sulfate,,,none,unmapped
DDInter1121,Manganese (chloride),,,none,unmapped
DDInter1122,Manganese (sulfate),,,none,unmapped
DDInter1123,Mannitol,,,none,unmapped
DDInter1124,Maprotiline,,,none,unmapped
DDInter1125,Maraviroc,,,none,unmapped
DDInter1126,Mazindol,Compound::DB00579,Mazindol,normalized case-insensitive exact generic name,exact_name
DDInter1127,Measles virus vaccine live attenuated,,,none,unmapped
DDInter1128,Mebendazole,,,none,unmapped
DDInter1129,Mebrofenin,,,none,unmapped
DDInter113,Aprotinin,,,none,unmapped
DDInter1130,Mecamylamine,Compound::DB00657,Mecamylamine,normalized case-insensitive exact generic name,exact_name
DDInter1131,Mecasermin,,,none,unmapped
DDInter1132,Mecasermin rinfabate,,,none,unmapped
DDInter1133,Mechlorethamine,,,none,unmapped
DDInter1134,Meclizine,,,none,unmapped
DDInter1135,Meclofenamic acid,Compound::DB00939,Meclofenamic acid,normalized case-insensitive exact generic name,exact_name
DDInter1136,Mecobalamin,,,none,unmapped
DDInter1137,Medroxyprogesterone acetate,Compound::DB00603,Medroxyprogesterone Acetate,normalized case-insensitive exact generic name,exact_name
DDInter1138,Medrysone (ophthalmic),,,none,unmapped
DDInter1139,Mefenamic acid,Compound::DB00784,Mefenamic acid,normalized case-insensitive exact generic name,exact_name
DDInter114,Arbutamine,Compound::DB01102,Arbutamine,normalized case-insensitive exact generic name,exact_name
DDInter1140,Mefloquine,,,none,unmapped
DDInter1141,Megestrol acetate,Compound::DB00351,Megestrol acetate,normalized case-insensitive exact generic name,exact_name
DDInter1142,Melatonin,,,none,unmapped
DDInter1143,Meloxicam,,,none,unmapped
DDInter1144,Melphalan,,,none,unmapped
DDInter1145,Melphalan flufenamide,,,none,unmapped
DDInter1146,Memantine,,,none,unmapped
DDInter1147,Meningococcal polysaccharide vaccine group C,,,none,unmapped
DDInter1148,Menotropins,,,none,unmapped
DDInter1149,Mepenzolate,,,none,unmapped
DDInter115,Ardeparin,,,none,unmapped
DDInter1150,Meperidine,,,none,unmapped
DDInter1151,Mephentermine,,,none,unmapped
DDInter1152,Mephenytoin,,,none,unmapped
DDInter1153,Mepivacaine,,,none,unmapped
DDInter1154,Meprobamate,,,none,unmapped
DDInter1155,Mepyramine,Compound::DB06691,Mepyramine,normalized case-insensitive exact generic name,exact_name
DDInter1156,Mercaptopurine,,,none,unmapped
DDInter1157,Meropenem,,,none,unmapped
DDInter1158,Mesalazine,Compound::DB00244,Mesalazine,normalized case-insensitive exact generic name,exact_name
DDInter1159,Mesoridazine,,,none,unmapped
DDInter116,Arformoterol,Compound::DB01274,Arformoterol,normalized case-insensitive exact generic name,exact_name
DDInter1160,Mestranol,,,none,unmapped
DDInter1161,Metamfetamine,,,none,unmapped
DDInter1162,Metaraminol,,,none,unmapped
DDInter1163,Metaxalone,,,none,unmapped
DDInter1164,Metformin,Compound::DB00331,Metformin,normalized case-insensitive exact generic name,exact_name
DDInter1165,Methacholine,,,none,unmapped
DDInter1166,Methadone,,,none,unmapped
DDInter1167,Methazolamide,,,none,unmapped
DDInter1168,Methdilazine,,,none,unmapped
DDInter1169,Methenamine,,,none,unmapped
DDInter117,Argatroban,,,none,unmapped
DDInter1170,Methimazole,,,none,unmapped
DDInter1171,Methionine,,,none,unmapped
DDInter1172,Methocarbamol,Compound::DB00423,Methocarbamol,normalized case-insensitive exact generic name,exact_name
DDInter1173,Methohexital,,,none,unmapped
DDInter1174,Methotrexate,,,none,unmapped
DDInter1175,Methotrimeprazine,Compound::DB01403,Methotrimeprazine,normalized case-insensitive exact generic name,exact_name
DDInter1176,Methoxamine,,,none,unmapped
DDInter1177,Methoxsalen,,,none,unmapped
DDInter1178,Methoxsalen (topical),,,none,unmapped
DDInter1179,Methoxyflurane,,,none,unmapped
DDInter118,Aripiprazole,,,none,unmapped
DDInter1180,Methscopolamine,,,none,unmapped
DDInter1181,Methsuximide,,,none,unmapped
DDInter1182,Methyl aminolevulinate (topical),,,none,unmapped
DDInter1183,Methyl salicylate (topical),,,none,unmapped
DDInter1184,Methylcellulose,,,none,unmapped
DDInter1185,Methyldopa,Compound::DB00968,Methyldopa,normalized case-insensitive exact generic name,exact_name
DDInter1186,Methylene blue,,,none,unmapped
DDInter1187,Methylergometrine,Compound::DB00353,Methylergometrine,normalized case-insensitive exact generic name,exact_name
DDInter1188,Methylnaltrexone,,,none,unmapped
DDInter1189,Methylphenidate,,,none,unmapped
DDInter119,Armodafinil,,,none,unmapped
DDInter1190,Methylphenobarbital,,,none,unmapped
DDInter1191,Methylprednisolone,,,none,unmapped
DDInter1192,Methylprednisolone (topical),,,none,unmapped
DDInter1193,Methyltestosterone,Compound::DB06710,Methyltestosterone,normalized case-insensitive exact generic name,exact_name
DDInter1194,Methysergide,Compound::DB00247,Methysergide,normalized case-insensitive exact generic name,exact_name
DDInter1195,Meticillin,,,none,unmapped
DDInter1196,Metipranolol (ophthalmic),,,none,unmapped
DDInter1197,Metoclopramide,,,none,unmapped
DDInter1198,Metocurine,,,none,unmapped
DDInter1199,Metolazone,Compound::DB00524,Metolazone,normalized case-insensitive exact generic name,exact_name
DDInter12,Acebutolol,Compound::DB01193,Acebutolol,normalized case-insensitive exact generic name,exact_name
DDInter120,Arsenic trioxide,,,none,unmapped
DDInter1200,Metoprolol,Compound::DB00264,Metoprolol,normalized case-insensitive exact generic name,exact_name
DDInter1201,Metreleptin,,,none,unmapped
DDInter1202,Metronidazole,,,none,unmapped
DDInter1203,Metronidazole (topical),,,none,unmapped
DDInter1204,Metyrapone,Compound::DB01011,Metyrapone,normalized case-insensitive exact generic name,exact_name
DDInter1205,Metyrosine,Compound::DB00765,Metyrosine,normalized case-insensitive exact generic name,exact_name
DDInter1206,Mexiletine,,,none,unmapped
DDInter1207,Mezlocillin,,,none,unmapped
DDInter1208,Micafungin,,,none,unmapped
DDInter1209,Miconazole,,,none,unmapped
DDInter121,Artemether,,,none,unmapped
DDInter1210,Miconazole (topical),,,none,unmapped
DDInter1211,Microcrystalline cellulose,,,none,unmapped
DDInter1212,Midazolam,,,none,unmapped
DDInter1213,Midodrine,,,none,unmapped
DDInter1214,Midostaurin,,,none,unmapped
DDInter1215,Mifepristone,,,none,unmapped
DDInter1216,Migalastat,,,none,unmapped
DDInter1217,Miglitol,Compound::DB00491,Miglitol,normalized case-insensitive exact generic name,exact_name
DDInter1218,Miglustat,Compound::DB00419,Miglustat,normalized case-insensitive exact generic name,exact_name
DDInter1219,Milk thistle,,,none,unmapped
DDInter122,Artesunate,,,none,unmapped
DDInter1220,Milnacipran,,,none,unmapped
DDInter1221,Milrinone,,,none,unmapped
DDInter1222,Miltefosine,,,none,unmapped
DDInter1223,Mineral oil,,,none,unmapped
DDInter1224,Minocycline,,,none,unmapped
DDInter1225,Minocycline (topical),,,none,unmapped
DDInter1226,Minoxidil,Compound::DB00350,Minoxidil,normalized case-insensitive exact generic name,exact_name
DDInter1227,Minoxidil (topical),,,none,unmapped
DDInter1228,Mipomersen,,,none,unmapped
DDInter1229,Mirabegron,Compound::DB08893,Mirabegron,normalized case-insensitive exact generic name,exact_name
DDInter123,Articaine,,,none,unmapped
DDInter1230,Mirtazapine,,,none,unmapped
DDInter1231,Misoprostol,,,none,unmapped
DDInter1232,Mitomycin,,,none,unmapped
DDInter1233,Mitotane,,,none,unmapped
DDInter1234,Mitoxantrone,,,none,unmapped
DDInter1235,Mivacurium,,,none,unmapped
DDInter1236,Modafinil,,,none,unmapped
DDInter1237,Moexipril,Compound::DB00691,Moexipril,normalized case-insensitive exact generic name,exact_name
DDInter1238,Mogamulizumab,,,none,unmapped
DDInter1239,Molindone,,,none,unmapped
DDInter124,Ascorbic acid,,,none,unmapped
DDInter1240,Monomethyl fumarate,,,none,unmapped
DDInter1241,Monopotassium phosphate,,,none,unmapped
DDInter1242,Montelukast,,,none,unmapped
DDInter1243,Moricizine,,,none,unmapped
DDInter1244,Morphine,,,none,unmapped
DDInter1245,Morphine (liposomal),,,none,unmapped
DDInter1246,Moxetumomab Pasudotox,,,none,unmapped
DDInter1247,Moxifloxacin,,,none,unmapped
DDInter1248,Mumps virus strain B level jeryl lynn live antigen,,,none,unmapped
DDInter1249,Mupirocin,,,none,unmapped
DDInter125,Asenapine,,,none,unmapped
DDInter1250,Muromonab,,,none,unmapped
DDInter1251,Mycophenolate mofetil,,,none,unmapped
DDInter1252,Mycophenolic acid,,,none,unmapped
DDInter1253,Nabilone,,,none,unmapped
DDInter1254,Nabumetone,,,none,unmapped
DDInter1255,Nadolol,Compound::DB01203,Nadolol,normalized case-insensitive exact generic name,exact_name
DDInter1256,Nafcillin,,,none,unmapped
DDInter1257,Nalbuphine,,,none,unmapped
DDInter1258,Naldemedine,,,none,unmapped
DDInter1259,Nalidixic acid,,,none,unmapped
DDInter126,Asparaginase Erwinia chrysanthemi,,,none,unmapped
DDInter1260,Nalmefene,,,none,unmapped
DDInter1261,Naloxegol,,,none,unmapped
DDInter1262,Naloxone,,,none,unmapped
DDInter1263,Naltrexone,,,none,unmapped
DDInter1264,Naphazoline (nasal),,,none,unmapped
DDInter1265,Naphazoline (ophthalmic),,,none,unmapped
DDInter1266,Naproxen,,,none,unmapped
DDInter1267,Naratriptan,,,none,unmapped
DDInter1268,Natalizumab,,,none,unmapped
DDInter1269,Nateglinide,Compound::DB00731,Nateglinide,normalized case-insensitive exact generic name,exact_name
DDInter127,Asparaginase Escherichia coli,,,none,unmapped
DDInter1270,Naxitamab,,,none,unmapped
DDInter1271,Nebivolol,Compound::DB04861,Nebivolol,normalized case-insensitive exact generic name,exact_name
DDInter1272,Necitumumab,,,none,unmapped
DDInter1273,Nedocromil,,,none,unmapped
DDInter1274,Nefazodone,,,none,unmapped
DDInter1275,Nelarabine,,,none,unmapped
DDInter1276,Nelfinavir,,,none,unmapped
DDInter1277,Neomycin,Compound::DB00994,Neomycin,normalized case-insensitive exact generic name,exact_name
DDInter1278,Neomycin (topical),,,none,unmapped
DDInter1279,Neostigmine,,,none,unmapped
DDInter128,Astemizole,,,none,unmapped
DDInter1280,Nepafenac (ophthalmic),,,none,unmapped
DDInter1281,Neratinib,,,none,unmapped
DDInter1282,Nesiritide,,,none,unmapped
DDInter1283,Netilmicin,,,none,unmapped
DDInter1284,Netupitant,,,none,unmapped
DDInter1285,Nevirapine,,,none,unmapped
DDInter1286,Niacin,Compound::DB00627,Niacin,normalized case-insensitive exact generic name,exact_name
DDInter1287,Nicardipine,Compound::DB00622,Nicardipine,normalized case-insensitive exact generic name,exact_name
DDInter1288,Niclosamide,,,none,unmapped
DDInter1289,Nicotinamide,,,none,unmapped
DDInter129,Atazanavir,,,none,unmapped
DDInter1290,Nicotine,,,none,unmapped
DDInter1291,Nifedipine,Compound::DB01115,Nifedipine,normalized case-insensitive exact generic name,exact_name
DDInter1292,Nifurtimox,,,none,unmapped
DDInter1293,Nilotinib,,,none,unmapped
DDInter1294,Nilutamide,,,none,unmapped
DDInter1295,Nimodipine,Compound::DB00393,Nimodipine,normalized case-insensitive exact generic name,exact_name
DDInter1296,Nintedanib,,,none,unmapped
DDInter1297,Niraparib,,,none,unmapped
DDInter1298,Nisoldipine,Compound::DB00401,Nisoldipine,normalized case-insensitive exact generic name,exact_name
DDInter1299,Nitazoxanide,Compound::DB00507,Nitazoxanide,normalized case-insensitive exact generic name,exact_name
DDInter13,Acenocoumarol,,,none,unmapped
DDInter130,Atenolol,Compound::DB00335,Atenolol,normalized case-insensitive exact generic name,exact_name
DDInter1300,Nitisinone,,,none,unmapped
DDInter1301,Nitrazepam,,,none,unmapped
DDInter1302,Nitric Oxide,,,none,unmapped
DDInter1303,Nitrofurantoin,,,none,unmapped
DDInter1304,Nitroglycerin,,,none,unmapped
DDInter1305,Nitroprusside,,,none,unmapped
DDInter1306,Nitrous acid,,,none,unmapped
DDInter1307,Nitrous oxide,,,none,unmapped
DDInter1308,Nivolumab,,,none,unmapped
DDInter1309,Nizatidine,,,none,unmapped
DDInter131,Atezolizumab,,,none,unmapped
DDInter1310,Norelgestromin,,,none,unmapped
DDInter1311,Norepinephrine,Compound::DB00368,Norepinephrine,normalized case-insensitive exact generic name,exact_name
DDInter1312,Norethisterone,,,none,unmapped
DDInter1313,Norfloxacin,,,none,unmapped
DDInter1314,Norgestimate,,,none,unmapped
DDInter1315,Norgestrel,,,none,unmapped
DDInter1316,Nortriptyline,,,none,unmapped
DDInter1317,Novobiocin,,,none,unmapped
DDInter1318,Nystatin,,,none,unmapped
DDInter1319,Obeticholic acid,,,none,unmapped
DDInter132,Atomoxetine,Compound::DB00289,Atomoxetine,normalized case-insensitive exact generic name,exact_name
DDInter1320,Obinutuzumab,,,none,unmapped
DDInter1321,Ocrelizumab,,,none,unmapped
DDInter1322,Octasulfur (topical),,,none,unmapped
DDInter1323,Octreotide,,,none,unmapped
DDInter1324,Ofatumumab,,,none,unmapped
DDInter1325,Ofloxacin,,,none,unmapped
DDInter1326,Olanzapine,,,none,unmapped
DDInter1327,Olaparib,,,none,unmapped
DDInter1328,Olaratumab,,,none,unmapped
DDInter1329,Oliceridine,,,none,unmapped
DDInter133,Atorvastatin,Compound::DB01076,Atorvastatin,normalized case-insensitive exact generic name,exact_name
DDInter1330,Olmesartan,Compound::DB00275,Olmesartan,normalized case-insensitive exact generic name,exact_name
DDInter1331,Olodaterol,,,none,unmapped
DDInter1332,Olopatadine,,,none,unmapped
DDInter1333,Olopatadine (nasal),,,none,unmapped
DDInter1334,Olsalazine,,,none,unmapped
DDInter1335,Omacetaxine mepesuccinate,,,none,unmapped
DDInter1336,Omadacycline,,,none,unmapped
DDInter1337,Omalizumab,,,none,unmapped
DDInter1339,Omega-3 fatty acids,,,none,unmapped
DDInter134,Atovaquone,,,none,unmapped
DDInter1340,Omeprazole,,,none,unmapped
DDInter1341,Onasemnogene abeparvovec,,,none,unmapped
DDInter1342,Ondansetron,,,none,unmapped
DDInter1343,Opicapone,,,none,unmapped
DDInter1344,Opium,,,none,unmapped
DDInter1345,Oprelvekin,,,none,unmapped
DDInter1346,Orciprenaline,,,none,unmapped
DDInter1347,Oritavancin,,,none,unmapped
DDInter1348,Orlistat,Compound::DB01083,Orlistat,normalized case-insensitive exact generic name,exact_name
DDInter1349,Orphenadrine,,,none,unmapped
DDInter135,Atracurium,,,none,unmapped
DDInter1350,Oseltamivir,,,none,unmapped
DDInter1351,Osilodrostat,,,none,unmapped
DDInter1352,Osimertinib,,,none,unmapped
DDInter1353,Ospemifene,,,none,unmapped
DDInter1354,Oxacillin,,,none,unmapped
DDInter1355,Oxaliplatin,,,none,unmapped
DDInter1356,Oxamniquine,,,none,unmapped
DDInter1357,Oxandrolone,Compound::DB00621,Oxandrolone,normalized case-insensitive exact generic name,exact_name
DDInter1358,Oxaprozin,,,none,unmapped
DDInter1359,Oxazepam,,,none,unmapped
DDInter136,Atropine,,,none,unmapped
DDInter1360,Oxcarbazepine,Compound::DB00776,Oxcarbazepine,normalized case-insensitive exact generic name,exact_name
DDInter1362,Oxitriptan,,,none,unmapped
DDInter1363,Oxtriphylline,,,none,unmapped
DDInter1364,Oxybuprocaine (ophthalmic),,,none,unmapped
DDInter1365,Oxybutynin,,,none,unmapped
DDInter1366,Oxycodone,,,none,unmapped
DDInter1367,Oxygen,,,none,unmapped
DDInter1368,Oxymetazoline (nasal),,,none,unmapped
DDInter1369,Oxymetazoline (ophthalmic),,,none,unmapped
DDInter137,Atropine (ophthalmic),,,none,unmapped
DDInter1370,Oxymetazoline (topical),,,none,unmapped
DDInter1371,Oxymetholone,,,none,unmapped
DDInter1372,Oxymorphone,,,none,unmapped
DDInter1373,Oxyquinoline (topical),,,none,unmapped
DDInter1374,Oxytetracycline,,,none,unmapped
DDInter1375,Oxytocin,,,none,unmapped
DDInter1376,Ozanimod,,,none,unmapped
DDInter1377,Paclitaxel,,,none,unmapped
DDInter1378,Paclitaxel (protein-bound),,,none,unmapped
DDInter1379,Palbociclib,,,none,unmapped
DDInter138,Attapulgite,,,none,unmapped
DDInter1380,Palifermin,,,none,unmapped
DDInter1381,Paliperidone,,,none,unmapped
DDInter1382,Palonosetron,,,none,unmapped
DDInter1383,Pamidronic acid,,,none,unmapped
DDInter1384,Pancrelipase,,,none,unmapped
DDInter1385,Pancuronium,,,none,unmapped
DDInter1386,Panitumumab,,,none,unmapped
DDInter1387,Panobinostat,,,none,unmapped
DDInter1388,Pantoprazole,,,none,unmapped
DDInter1389,Papaverine,Compound::DB01113,Papaverine,normalized case-insensitive exact generic name,exact_name
DDInter139,Auranofin,,,none,unmapped
DDInter1390,Papaya,,,none,unmapped
DDInter1391,Paraldehyde,,,none,unmapped
DDInter1392,Paramethadione,,,none,unmapped
DDInter1393,Parathyroid hormone,,,none,unmapped
DDInter1394,Paricalcitol,,,none,unmapped
DDInter1395,Paritaprevir,,,none,unmapped
DDInter1396,Paromomycin,Compound::DB01421,Paromomycin,normalized case-insensitive exact generic name,exact_name
DDInter1397,Paroxetine,,,none,unmapped
DDInter1398,Pasireotide,,,none,unmapped
DDInter1399,Patiromer,,,none,unmapped
DDInter14,Acetaminophen,,,none,unmapped
DDInter140,Aurothioglucose,,,none,unmapped
DDInter1400,Pazopanib,,,none,unmapped
DDInter1401,Pectin,,,none,unmapped
DDInter1402,Pegademase,,,none,unmapped
DDInter1403,Pegaptanib (ophthalmic),,,none,unmapped
DDInter1404,Pegaspargase,,,none,unmapped
DDInter1405,Pegfilgrastim,,,none,unmapped
DDInter1406,Peginesatide,,,none,unmapped
DDInter1407,Peginterferon alfa-2a,,,none,unmapped
DDInter1408,Peginterferon alfa-2b,,,none,unmapped
DDInter1409,Peginterferon beta-1a,,,none,unmapped
DDInter141,Avanafil,,,none,unmapped
DDInter1410,Pegloticase,,,none,unmapped
DDInter1411,Pegvaliase,,,none,unmapped
DDInter1412,Pegvisomant,,,none,unmapped
DDInter1413,Pembrolizumab,,,none,unmapped
DDInter1414,Pemetrexed,,,none,unmapped
DDInter1415,Pemigatinib,,,none,unmapped
DDInter1416,Pemoline,,,none,unmapped
DDInter1417,Penbutolol,Compound::DB01359,Penbutolol,normalized case-insensitive exact generic name,exact_name
DDInter1418,Penciclovir (topical),,,none,unmapped
DDInter1419,Penicillamine,,,none,unmapped
DDInter142,Avapritinib,,,none,unmapped
DDInter1420,Pentamidine,,,none,unmapped
DDInter1421,Pentazocine,,,none,unmapped
DDInter1423,Pentobarbital,,,none,unmapped
DDInter1424,Pentosan polysulfate,,,none,unmapped
DDInter1425,Pentostatin,,,none,unmapped
DDInter1426,Pentoxifylline,,,none,unmapped
DDInter1427,Pentoxyverine,,,none,unmapped
DDInter1428,Perampanel,,,none,unmapped
DDInter1429,Perflutren,,,none,unmapped
DDInter143,Avatrombopag,,,none,unmapped
DDInter1430,Pergolide,,,none,unmapped
DDInter1431,Perindopril,Compound::DB00790,Perindopril,normalized case-insensitive exact generic name,exact_name
DDInter1432,Perphenazine,,,none,unmapped
DDInter1434,Pertuzumab,,,none,unmapped
DDInter1435,Pexidartinib,,,none,unmapped
DDInter1436,Pfizer-BioNTech Covid-19 Vaccine,,,none,unmapped
DDInter1437,Phenacemide,Compound::DB01121,Phenacemide,normalized case-insensitive exact generic name,exact_name
DDInter1438,Phenazopyridine,,,none,unmapped
DDInter1439,Phendimetrazine,,,none,unmapped
DDInter144,Avelumab,,,none,unmapped
DDInter1440,Phenelzine,,,none,unmapped
DDInter1441,Phenindamine,,,none,unmapped
DDInter1442,Phenobarbital,,,none,unmapped
DDInter1443,Phenolphthalein,,,none,unmapped
DDInter1444,Phenoxybenzamine,Compound::DB00925,Phenoxybenzamine,normalized case-insensitive exact generic name,exact_name
DDInter1445,Phenoxymethylpenicillin,,,none,unmapped
DDInter1446,Phensuximide,,,none,unmapped
DDInter1447,Phentermine,,,none,unmapped
DDInter1448,Phentolamine,,,none,unmapped
DDInter1449,Phenyl salicylate,,,none,unmapped
DDInter1451,Phenylbutazone,,,none,unmapped
DDInter1452,Phenylbutyric acid,,,none,unmapped
DDInter1453,Phenylephrine,,,none,unmapped
DDInter1454,Phenylephrine (nasal),,,none,unmapped
DDInter1455,Phenylephrine (ophthalmic),,,none,unmapped
DDInter1456,Phenylephrine (otic),,,none,unmapped
DDInter1457,Phenylephrine (topical),,,none,unmapped
